SBY 15:10:52 [cover] Copy '/home/kevin/d/rfuzz/formal/FFTSmall/FFTSmall.v' to '/home/kevin/d/rfuzz/formal/FFTSmall/cover/src/FFTSmall.v'.
SBY 15:10:52 [cover] Copy '/home/kevin/d/rfuzz/formal/FFTSmall/FFTSmall_formal.sv' to '/home/kevin/d/rfuzz/formal/FFTSmall/cover/src/FFTSmall_formal.sv'.
SBY 15:10:52 [cover] engine_0: smtbmc boolector
SBY 15:10:52 [cover] base: starting process "cd cover/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 15:10:53 [cover] base: finished (returncode=0)
SBY 15:10:53 [cover] smt2: starting process "cd cover/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 15:10:53 [cover] smt2: finished (returncode=0)
SBY 15:10:53 [cover] engine_0: starting process "cd cover; yosys-smtbmc -s boolector --presat --unroll -c --noprogress -t 200  --append 0 --dump-vcd engine_0/trace%.vcd --dump-vlogtb engine_0/trace%_tb.v --dump-smtc engine_0/trace%.smtc model/design_smt2.smt2"
SBY 15:11:02 [cover] engine_0: ##   0:00:08  Reached cover statement at FFTSmall_formal.sv:430.33-431.32 ($cover$FFTSmall_formal.sv:430$981) in step 6.
SBY 15:11:02 [cover] engine_0: ##   0:00:08  Reached cover statement at FFTSmall_formal.sv:437.33-438.32 ($cover$FFTSmall_formal.sv:437$988) in step 6.
SBY 15:11:02 [cover] engine_0: ##   0:00:08  Reached cover statement at FFTSmall_formal.sv:438.33-439.32 ($cover$FFTSmall_formal.sv:438$989) in step 6.
SBY 15:11:02 [cover] engine_0: ##   0:00:08  Reached cover statement at FFTSmall_formal.sv:449.33-450.32 ($cover$FFTSmall_formal.sv:449$1000) in step 6.
SBY 15:11:02 [cover] engine_0: ##   0:00:08  Reached cover statement at FFTSmall_formal.sv:462.34-463.33 ($cover$FFTSmall_formal.sv:462$1013) in step 6.
SBY 15:11:02 [cover] engine_0: ##   0:00:08  Reached cover statement at FFTSmall_formal.sv:467.34-468.33 ($cover$FFTSmall_formal.sv:467$1018) in step 6.
SBY 15:11:02 [cover] engine_0: ##   0:00:08  Reached cover statement at FFTSmall_formal.sv:468.34-469.33 ($cover$FFTSmall_formal.sv:468$1019) in step 6.
SBY 15:11:02 [cover] engine_0: ##   0:00:08  Writing trace to VCD file: engine_0/trace5.vcd
SBY 15:11:04 [cover] engine_0: ##   0:00:10  Writing trace to Verilog testbench: engine_0/trace5_tb.v
SBY 15:11:04 [cover] engine_0: ##   0:00:10  Writing trace to constraints file: engine_0/trace5.smtc
SBY 15:11:04 [cover] engine_0: ##   0:00:10  Checking cover reachability in step 6..
SBY 15:11:04 [cover] engine_0: ##   0:00:10  Checking cover reachability in step 7..
SBY 15:11:04 [cover] engine_0: ##   0:00:10  Checking cover reachability in step 8..
SBY 15:11:04 [cover] engine_0: ##   0:00:11  Checking cover reachability in step 9..
SBY 15:11:04 [cover] engine_0: ##   0:00:11  Checking cover reachability in step 10..
SBY 15:11:05 [cover] engine_0: ##   0:00:11  Checking cover reachability in step 11..
SBY 15:11:05 [cover] engine_0: ##   0:00:11  Checking cover reachability in step 12..
SBY 15:11:05 [cover] engine_0: ##   0:00:11  Checking cover reachability in step 13..
SBY 15:11:05 [cover] engine_0: ##   0:00:11  Checking cover reachability in step 14..
SBY 15:11:05 [cover] engine_0: ##   0:00:12  Checking cover reachability in step 15..
SBY 15:11:05 [cover] engine_0: ##   0:00:12  Checking cover reachability in step 16..
SBY 15:11:06 [cover] engine_0: ##   0:00:12  Checking cover reachability in step 17..
SBY 15:11:06 [cover] engine_0: ##   0:00:12  Checking cover reachability in step 18..
SBY 15:11:06 [cover] engine_0: ##   0:00:12  Checking cover reachability in step 19..
SBY 15:11:06 [cover] engine_0: ##   0:00:12  Checking cover reachability in step 20..
SBY 15:11:06 [cover] engine_0: ##   0:00:13  Checking cover reachability in step 21..
SBY 15:11:07 [cover] engine_0: ##   0:00:13  Checking cover reachability in step 22..
SBY 15:11:07 [cover] engine_0: ##   0:00:13  Checking cover reachability in step 23..
SBY 15:11:07 [cover] engine_0: ##   0:00:13  Checking cover reachability in step 24..
SBY 15:11:07 [cover] engine_0: ##   0:00:13  Checking cover reachability in step 25..
SBY 15:11:07 [cover] engine_0: ##   0:00:14  Checking cover reachability in step 26..
SBY 15:11:07 [cover] engine_0: ##   0:00:14  Checking cover reachability in step 27..
SBY 15:11:08 [cover] engine_0: ##   0:00:14  Checking cover reachability in step 28..
SBY 15:11:08 [cover] engine_0: ##   0:00:14  Checking cover reachability in step 29..
SBY 15:11:08 [cover] engine_0: ##   0:00:14  Checking cover reachability in step 30..
SBY 15:11:08 [cover] engine_0: ##   0:00:14  Checking cover reachability in step 31..
SBY 15:11:08 [cover] engine_0: ##   0:00:15  Checking cover reachability in step 32..
SBY 15:11:08 [cover] engine_0: ##   0:00:15  Checking cover reachability in step 33..
SBY 15:11:09 [cover] engine_0: ##   0:00:15  Checking cover reachability in step 34..
SBY 15:11:09 [cover] engine_0: ##   0:00:15  Checking cover reachability in step 35..
SBY 15:11:09 [cover] engine_0: ##   0:00:15  Checking cover reachability in step 36..
SBY 15:11:09 [cover] engine_0: ##   0:00:16  Checking cover reachability in step 37..
SBY 15:11:09 [cover] engine_0: ##   0:00:16  Checking cover reachability in step 38..
SBY 15:11:10 [cover] engine_0: ##   0:00:16  Checking cover reachability in step 39..
SBY 15:11:10 [cover] engine_0: ##   0:00:16  Checking cover reachability in step 40..
SBY 15:11:10 [cover] engine_0: ##   0:00:16  Checking cover reachability in step 41..
SBY 15:11:10 [cover] engine_0: ##   0:00:16  Checking cover reachability in step 42..
SBY 15:11:10 [cover] engine_0: ##   0:00:17  Checking cover reachability in step 43..
SBY 15:11:11 [cover] engine_0: ##   0:00:17  Checking cover reachability in step 44..
SBY 15:11:11 [cover] engine_0: ##   0:00:17  Checking cover reachability in step 45..
SBY 15:11:11 [cover] engine_0: ##   0:00:17  Checking cover reachability in step 46..
SBY 15:11:11 [cover] engine_0: ##   0:00:17  Checking cover reachability in step 47..
SBY 15:11:11 [cover] engine_0: ##   0:00:18  Checking cover reachability in step 48..
SBY 15:11:12 [cover] engine_0: ##   0:00:18  Checking cover reachability in step 49..
SBY 15:11:12 [cover] engine_0: ##   0:00:18  Checking cover reachability in step 50..
SBY 15:11:12 [cover] engine_0: ##   0:00:18  Checking cover reachability in step 51..
SBY 15:11:12 [cover] engine_0: ##   0:00:18  Checking cover reachability in step 52..
SBY 15:11:12 [cover] engine_0: ##   0:00:19  Checking cover reachability in step 53..
SBY 15:11:13 [cover] engine_0: ##   0:00:19  Checking cover reachability in step 54..
SBY 15:11:13 [cover] engine_0: ##   0:00:19  Checking cover reachability in step 55..
SBY 15:11:13 [cover] engine_0: ##   0:00:19  Checking cover reachability in step 56..
SBY 15:11:13 [cover] engine_0: ##   0:00:19  Checking cover reachability in step 57..
SBY 15:11:13 [cover] engine_0: ##   0:00:20  Checking cover reachability in step 58..
SBY 15:11:13 [cover] engine_0: ##   0:00:20  Checking cover reachability in step 59..
SBY 15:11:14 [cover] engine_0: ##   0:00:20  Checking cover reachability in step 60..
SBY 15:11:14 [cover] engine_0: ##   0:00:20  Checking cover reachability in step 61..
SBY 15:11:14 [cover] engine_0: ##   0:00:20  Checking cover reachability in step 62..
SBY 15:11:14 [cover] engine_0: ##   0:00:21  Checking cover reachability in step 63..
SBY 15:11:14 [cover] engine_0: ##   0:00:21  Checking cover reachability in step 64..
SBY 15:11:15 [cover] engine_0: ##   0:00:21  Checking cover reachability in step 65..
SBY 15:11:15 [cover] engine_0: ##   0:00:21  Checking cover reachability in step 66..
SBY 15:11:15 [cover] engine_0: ##   0:00:21  Checking cover reachability in step 67..
SBY 15:11:15 [cover] engine_0: ##   0:00:22  Checking cover reachability in step 68..
SBY 15:11:15 [cover] engine_0: ##   0:00:22  Checking cover reachability in step 69..
SBY 15:11:16 [cover] engine_0: ##   0:00:22  Checking cover reachability in step 70..
SBY 15:11:16 [cover] engine_0: ##   0:00:22  Checking cover reachability in step 71..
SBY 15:11:16 [cover] engine_0: ##   0:00:22  Checking cover reachability in step 72..
SBY 15:11:16 [cover] engine_0: ##   0:00:23  Checking cover reachability in step 73..
SBY 15:11:16 [cover] engine_0: ##   0:00:23  Checking cover reachability in step 74..
SBY 15:11:17 [cover] engine_0: ##   0:00:23  Checking cover reachability in step 75..
SBY 15:11:17 [cover] engine_0: ##   0:00:23  Checking cover reachability in step 76..
SBY 15:11:17 [cover] engine_0: ##   0:00:23  Checking cover reachability in step 77..
SBY 15:11:17 [cover] engine_0: ##   0:00:24  Checking cover reachability in step 78..
SBY 15:11:18 [cover] engine_0: ##   0:00:24  Checking cover reachability in step 79..
SBY 15:11:18 [cover] engine_0: ##   0:00:24  Checking cover reachability in step 80..
SBY 15:11:18 [cover] engine_0: ##   0:00:24  Checking cover reachability in step 81..
SBY 15:11:18 [cover] engine_0: ##   0:00:25  Checking cover reachability in step 82..
SBY 15:11:18 [cover] engine_0: ##   0:00:25  Checking cover reachability in step 83..
SBY 15:11:19 [cover] engine_0: ##   0:00:25  Checking cover reachability in step 84..
SBY 15:11:19 [cover] engine_0: ##   0:00:25  Checking cover reachability in step 85..
SBY 15:11:19 [cover] engine_0: ##   0:00:25  Checking cover reachability in step 86..
SBY 15:11:19 [cover] engine_0: ##   0:00:26  Checking cover reachability in step 87..
SBY 15:11:19 [cover] engine_0: ##   0:00:26  Checking cover reachability in step 88..
SBY 15:11:20 [cover] engine_0: ##   0:00:26  Checking cover reachability in step 89..
SBY 15:11:20 [cover] engine_0: ##   0:00:26  Checking cover reachability in step 90..
SBY 15:11:20 [cover] engine_0: ##   0:00:27  Checking cover reachability in step 91..
SBY 15:11:20 [cover] engine_0: ##   0:00:27  Checking cover reachability in step 92..
SBY 15:11:21 [cover] engine_0: ##   0:00:27  Checking cover reachability in step 93..
SBY 15:11:21 [cover] engine_0: ##   0:00:27  Checking cover reachability in step 94..
SBY 15:11:21 [cover] engine_0: ##   0:00:27  Checking cover reachability in step 95..
SBY 15:11:21 [cover] engine_0: ##   0:00:28  Checking cover reachability in step 96..
SBY 15:11:21 [cover] engine_0: ##   0:00:28  Checking cover reachability in step 97..
SBY 15:11:22 [cover] engine_0: ##   0:00:28  Checking cover reachability in step 98..
SBY 15:11:22 [cover] engine_0: ##   0:00:28  Checking cover reachability in step 99..
SBY 15:11:22 [cover] engine_0: ##   0:00:29  Checking cover reachability in step 100..
SBY 15:11:22 [cover] engine_0: ##   0:00:29  Checking cover reachability in step 101..
SBY 15:11:23 [cover] engine_0: ##   0:00:29  Checking cover reachability in step 102..
SBY 15:11:23 [cover] engine_0: ##   0:00:29  Checking cover reachability in step 103..
SBY 15:11:23 [cover] engine_0: ##   0:00:29  Checking cover reachability in step 104..
SBY 15:11:23 [cover] engine_0: ##   0:00:30  Checking cover reachability in step 105..
SBY 15:11:23 [cover] engine_0: ##   0:00:30  Checking cover reachability in step 106..
SBY 15:11:24 [cover] engine_0: ##   0:00:30  Checking cover reachability in step 107..
SBY 15:11:24 [cover] engine_0: ##   0:00:30  Checking cover reachability in step 108..
SBY 15:11:24 [cover] engine_0: ##   0:00:30  Checking cover reachability in step 109..
SBY 15:11:24 [cover] engine_0: ##   0:00:31  Checking cover reachability in step 110..
SBY 15:11:25 [cover] engine_0: ##   0:00:31  Checking cover reachability in step 111..
SBY 15:11:25 [cover] engine_0: ##   0:00:31  Checking cover reachability in step 112..
SBY 15:11:25 [cover] engine_0: ##   0:00:31  Checking cover reachability in step 113..
SBY 15:11:25 [cover] engine_0: ##   0:00:32  Checking cover reachability in step 114..
SBY 15:11:25 [cover] engine_0: ##   0:00:32  Checking cover reachability in step 115..
SBY 15:11:26 [cover] engine_0: ##   0:00:32  Checking cover reachability in step 116..
SBY 15:11:26 [cover] engine_0: ##   0:00:32  Checking cover reachability in step 117..
SBY 15:11:26 [cover] engine_0: ##   0:00:32  Checking cover reachability in step 118..
SBY 15:11:26 [cover] engine_0: ##   0:00:33  Checking cover reachability in step 119..
SBY 15:11:27 [cover] engine_0: ##   0:00:33  Checking cover reachability in step 120..
SBY 15:11:27 [cover] engine_0: ##   0:00:33  Checking cover reachability in step 121..
SBY 15:11:27 [cover] engine_0: ##   0:00:33  Checking cover reachability in step 122..
SBY 15:11:27 [cover] engine_0: ##   0:00:34  Checking cover reachability in step 123..
SBY 15:11:27 [cover] engine_0: ##   0:00:34  Checking cover reachability in step 124..
SBY 15:11:28 [cover] engine_0: ##   0:00:34  Checking cover reachability in step 125..
SBY 15:11:28 [cover] engine_0: ##   0:00:34  Checking cover reachability in step 126..
SBY 15:11:28 [cover] engine_0: ##   0:00:34  Checking cover reachability in step 127..
SBY 15:11:28 [cover] engine_0: ##   0:00:35  Checking cover reachability in step 128..
SBY 15:11:29 [cover] engine_0: ##   0:00:35  Checking cover reachability in step 129..
SBY 15:11:29 [cover] engine_0: ##   0:00:35  Checking cover reachability in step 130..
SBY 15:11:29 [cover] engine_0: ##   0:00:35  Checking cover reachability in step 131..
SBY 15:11:29 [cover] engine_0: ##   0:00:36  Checking cover reachability in step 132..
SBY 15:11:30 [cover] engine_0: ##   0:00:36  Checking cover reachability in step 133..
SBY 15:11:30 [cover] engine_0: ##   0:00:36  Checking cover reachability in step 134..
SBY 15:11:30 [cover] engine_0: ##   0:00:36  Checking cover reachability in step 135..
SBY 15:11:30 [cover] engine_0: ##   0:00:37  Checking cover reachability in step 136..
SBY 15:11:30 [cover] engine_0: ##   0:00:37  Checking cover reachability in step 137..
SBY 15:11:31 [cover] engine_0: ##   0:00:37  Checking cover reachability in step 138..
SBY 15:11:31 [cover] engine_0: ##   0:00:37  Checking cover reachability in step 139..
SBY 15:11:31 [cover] engine_0: ##   0:00:37  Checking cover reachability in step 140..
SBY 15:11:31 [cover] engine_0: ##   0:00:38  Checking cover reachability in step 141..
SBY 15:11:32 [cover] engine_0: ##   0:00:38  Checking cover reachability in step 142..
SBY 15:11:32 [cover] engine_0: ##   0:00:38  Checking cover reachability in step 143..
SBY 15:11:32 [cover] engine_0: ##   0:00:38  Checking cover reachability in step 144..
SBY 15:11:32 [cover] engine_0: ##   0:00:39  Checking cover reachability in step 145..
SBY 15:11:33 [cover] engine_0: ##   0:00:39  Checking cover reachability in step 146..
SBY 15:11:33 [cover] engine_0: ##   0:00:39  Checking cover reachability in step 147..
SBY 15:11:33 [cover] engine_0: ##   0:00:39  Checking cover reachability in step 148..
SBY 15:11:33 [cover] engine_0: ##   0:00:40  Checking cover reachability in step 149..
SBY 15:11:33 [cover] engine_0: ##   0:00:40  Checking cover reachability in step 150..
SBY 15:11:34 [cover] engine_0: ##   0:00:40  Checking cover reachability in step 151..
SBY 15:11:34 [cover] engine_0: ##   0:00:40  Checking cover reachability in step 152..
SBY 15:11:34 [cover] engine_0: ##   0:00:41  Checking cover reachability in step 153..
SBY 15:11:34 [cover] engine_0: ##   0:00:41  Checking cover reachability in step 154..
SBY 15:11:35 [cover] engine_0: ##   0:00:41  Checking cover reachability in step 155..
SBY 15:11:35 [cover] engine_0: ##   0:00:41  Checking cover reachability in step 156..
SBY 15:11:35 [cover] engine_0: ##   0:00:42  Checking cover reachability in step 157..
SBY 15:11:35 [cover] engine_0: ##   0:00:42  Checking cover reachability in step 158..
SBY 15:11:36 [cover] engine_0: ##   0:00:42  Checking cover reachability in step 159..
SBY 15:11:36 [cover] engine_0: ##   0:00:42  Checking cover reachability in step 160..
SBY 15:11:36 [cover] engine_0: ##   0:00:42  Checking cover reachability in step 161..
SBY 15:11:36 [cover] engine_0: ##   0:00:43  Checking cover reachability in step 162..
SBY 15:11:37 [cover] engine_0: ##   0:00:43  Checking cover reachability in step 163..
SBY 15:11:37 [cover] engine_0: ##   0:00:43  Checking cover reachability in step 164..
SBY 15:11:37 [cover] engine_0: ##   0:00:43  Checking cover reachability in step 165..
SBY 15:11:37 [cover] engine_0: ##   0:00:44  Checking cover reachability in step 166..
SBY 15:11:38 [cover] engine_0: ##   0:00:44  Checking cover reachability in step 167..
SBY 15:11:38 [cover] engine_0: ##   0:00:44  Checking cover reachability in step 168..
SBY 15:11:38 [cover] engine_0: ##   0:00:44  Checking cover reachability in step 169..
SBY 15:11:38 [cover] engine_0: ##   0:00:45  Checking cover reachability in step 170..
SBY 15:11:39 [cover] engine_0: ##   0:00:45  Checking cover reachability in step 171..
SBY 15:11:39 [cover] engine_0: ##   0:00:45  Checking cover reachability in step 172..
SBY 15:11:39 [cover] engine_0: ##   0:00:45  Checking cover reachability in step 173..
SBY 15:11:39 [cover] engine_0: ##   0:00:46  Checking cover reachability in step 174..
SBY 15:11:40 [cover] engine_0: ##   0:00:46  Checking cover reachability in step 175..
SBY 15:11:40 [cover] engine_0: ##   0:00:46  Checking cover reachability in step 176..
SBY 15:11:40 [cover] engine_0: ##   0:00:47  Checking cover reachability in step 177..
SBY 15:11:41 [cover] engine_0: ##   0:00:47  Checking cover reachability in step 178..
SBY 15:11:41 [cover] engine_0: ##   0:00:47  Checking cover reachability in step 179..
SBY 15:11:41 [cover] engine_0: ##   0:00:47  Checking cover reachability in step 180..
SBY 15:11:41 [cover] engine_0: ##   0:00:48  Checking cover reachability in step 181..
SBY 15:11:42 [cover] engine_0: ##   0:00:48  Checking cover reachability in step 182..
SBY 15:11:42 [cover] engine_0: ##   0:00:48  Checking cover reachability in step 183..
SBY 15:11:42 [cover] engine_0: ##   0:00:48  Checking cover reachability in step 184..
SBY 15:11:42 [cover] engine_0: ##   0:00:49  Checking cover reachability in step 185..
SBY 15:11:43 [cover] engine_0: ##   0:00:49  Checking cover reachability in step 186..
SBY 15:11:43 [cover] engine_0: ##   0:00:49  Checking cover reachability in step 187..
SBY 15:11:43 [cover] engine_0: ##   0:00:49  Checking cover reachability in step 188..
SBY 15:11:43 [cover] engine_0: ##   0:00:50  Checking cover reachability in step 189..
SBY 15:11:44 [cover] engine_0: ##   0:00:50  Checking cover reachability in step 190..
SBY 15:11:44 [cover] engine_0: ##   0:00:50  Checking cover reachability in step 191..
SBY 15:11:44 [cover] engine_0: ##   0:00:50  Checking cover reachability in step 192..
SBY 15:11:44 [cover] engine_0: ##   0:00:51  Checking cover reachability in step 193..
SBY 15:11:45 [cover] engine_0: ##   0:00:51  Checking cover reachability in step 194..
SBY 15:11:45 [cover] engine_0: ##   0:00:51  Checking cover reachability in step 195..
SBY 15:11:45 [cover] engine_0: ##   0:00:52  Checking cover reachability in step 196..
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Checking cover reachability in step 197..
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Checking cover reachability in step 198..
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Checking cover reachability in step 199..
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:262.32-263.31 ($cover$FFTSmall_formal.sv:262$813).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:264.32-265.31 ($cover$FFTSmall_formal.sv:264$815).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:266.32-267.31 ($cover$FFTSmall_formal.sv:266$817).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:268.32-269.31 ($cover$FFTSmall_formal.sv:268$819).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:272.32-273.31 ($cover$FFTSmall_formal.sv:272$823).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:274.32-275.32 ($cover$FFTSmall_formal.sv:274$825).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:276.33-277.32 ($cover$FFTSmall_formal.sv:276$827).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:278.33-279.32 ($cover$FFTSmall_formal.sv:278$829).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:280.33-281.32 ($cover$FFTSmall_formal.sv:280$831).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:282.33-283.32 ($cover$FFTSmall_formal.sv:282$833).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:284.33-285.32 ($cover$FFTSmall_formal.sv:284$835).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:286.33-287.32 ($cover$FFTSmall_formal.sv:286$837).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:288.33-289.32 ($cover$FFTSmall_formal.sv:288$839).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:292.33-293.32 ($cover$FFTSmall_formal.sv:292$843).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:294.33-295.32 ($cover$FFTSmall_formal.sv:294$845).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:296.33-297.32 ($cover$FFTSmall_formal.sv:296$847).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:298.33-299.32 ($cover$FFTSmall_formal.sv:298$849).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:300.33-301.32 ($cover$FFTSmall_formal.sv:300$851).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:304.33-305.32 ($cover$FFTSmall_formal.sv:304$855).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:306.33-307.32 ($cover$FFTSmall_formal.sv:306$857).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:308.33-309.32 ($cover$FFTSmall_formal.sv:308$859).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:310.33-311.32 ($cover$FFTSmall_formal.sv:310$861).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:312.33-313.32 ($cover$FFTSmall_formal.sv:312$863).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:314.33-315.32 ($cover$FFTSmall_formal.sv:314$865).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:318.33-319.32 ($cover$FFTSmall_formal.sv:318$869).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:320.33-321.32 ($cover$FFTSmall_formal.sv:320$871).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:322.33-323.32 ($cover$FFTSmall_formal.sv:322$873).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:324.33-325.32 ($cover$FFTSmall_formal.sv:324$875).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:326.33-327.32 ($cover$FFTSmall_formal.sv:326$877).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:328.33-329.32 ($cover$FFTSmall_formal.sv:328$879).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:330.33-331.32 ($cover$FFTSmall_formal.sv:330$881).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:332.33-333.32 ($cover$FFTSmall_formal.sv:332$883).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:336.33-337.32 ($cover$FFTSmall_formal.sv:336$887).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:338.33-339.32 ($cover$FFTSmall_formal.sv:338$889).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:340.33-341.32 ($cover$FFTSmall_formal.sv:340$891).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:342.33-343.32 ($cover$FFTSmall_formal.sv:342$893).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:346.33-347.32 ($cover$FFTSmall_formal.sv:346$897).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:348.33-349.32 ($cover$FFTSmall_formal.sv:348$899).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:350.33-351.32 ($cover$FFTSmall_formal.sv:350$901).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:354.33-355.32 ($cover$FFTSmall_formal.sv:354$905).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:356.33-357.32 ($cover$FFTSmall_formal.sv:356$907).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:358.33-359.32 ($cover$FFTSmall_formal.sv:358$909).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:360.33-361.32 ($cover$FFTSmall_formal.sv:360$911).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:362.33-363.32 ($cover$FFTSmall_formal.sv:362$913).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:364.33-365.32 ($cover$FFTSmall_formal.sv:364$915).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:368.33-369.32 ($cover$FFTSmall_formal.sv:368$919).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:370.33-371.32 ($cover$FFTSmall_formal.sv:370$921).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:372.33-373.32 ($cover$FFTSmall_formal.sv:372$923).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:376.33-377.32 ($cover$FFTSmall_formal.sv:376$927).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:378.33-379.32 ($cover$FFTSmall_formal.sv:378$929).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:381.33-382.32 ($cover$FFTSmall_formal.sv:381$932).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:382.33-383.32 ($cover$FFTSmall_formal.sv:382$933).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:386.33-387.32 ($cover$FFTSmall_formal.sv:386$937).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:388.33-389.32 ($cover$FFTSmall_formal.sv:388$939).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:390.33-391.32 ($cover$FFTSmall_formal.sv:390$941).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:392.33-393.32 ($cover$FFTSmall_formal.sv:392$943).
